# Posiciones articulares (matriz) del UR5 derecho
# Trial JIGSAWS: Needle_Passing_B001  (3438 frames @ 30 Hz)
# La BASE del UR5 es fija (decision de montaje, no se mueve
# el robot fisico de sitio). La CONFIGURACION ARTICULAR si
# cambia en cada frame: se recalcula para que el trocar
# (tubo rigido) siga la orientacion instantanea del shaft
# del PSM, igual que hace an5_psm_py/carrier_solver.py.
# Fulcro: [0.122141, -0.078964, 0.408424] m
# Distancia al trocar: 0.15 m
# Base del UR5: [0.397392, -0.598679, 0.0] m
# IK del UR5 por frame: OK 100.00 %, error mediana 0.0000 mm, maximo 0.0000 mm
# IK=0 marca frames sin solucion valida (se conserva la
# ultima configuracion valida, como en los archivos de PSM)
#  frame      t(s)   IK     q1(deg)    q2(deg)    q3(deg)    q4(deg)    q5(deg)    q6(deg)
    1897   63.2000    1     -0.9619   -89.9857  -106.0108   -10.0775   125.9488    20.2891
    1898   63.2333    1     -0.9615   -89.9848  -106.0097   -10.0826   125.9476    20.2908
    1899   63.2667    1     -0.9622   -89.9856  -106.0098   -10.0808   125.9497    20.2906
    1900   63.3000    1     -0.9644   -89.9878  -106.0088   -10.0793   125.9568    20.2915
    1901   63.3333    1     -0.9684   -89.9923  -106.0090   -10.0697   125.9691    20.2904
    1902   63.3667    1     -0.9695   -89.9943  -106.0107   -10.0607   125.9727    20.2878
    1903   63.4000    1     -0.9688   -89.9943  -106.0133   -10.0526   125.9703    20.2842
    1904   63.4333    1     -0.9666   -89.9921  -106.0138   -10.0554   125.9635    20.2838
    1905   63.4667    1     -0.9655   -89.9911  -106.0148   -10.0543   125.9600    20.2827
    1906   63.5000    1     -0.9626   -89.9892  -106.0184   -10.0471   125.9512    20.2780
    1907   63.5333    1     -0.9616   -89.9885  -106.0197   -10.0446   125.9478    20.2764
    1908   63.5667    1     -0.9620   -89.9891  -106.0198   -10.0429   125.9493    20.2761
    1909   63.6000    1     -0.9623   -89.9892  -106.0196   -10.0434   125.9499    20.2764
    1910   63.6333    1     -0.9614   -89.9886  -106.0203   -10.0425   125.9474    20.2755
    1911   63.6667    1     -0.9640   -89.9911  -106.0195   -10.0399   125.9554    20.2762
    1912   63.7000    1     -0.9652   -89.9926  -106.0198   -10.0359   125.9591    20.2754
    1913   63.7333    1     -0.9663   -89.9946  -106.0218   -10.0259   125.9625    20.2724
    1914   63.7667    1     -0.9657   -89.9956  -106.0265   -10.0094   125.9608    20.2657
    1915   63.8000    1     -0.9652   -89.9966  -106.0306    -9.9947   125.9592    20.2598
    1916   63.8333    1     -0.9657   -89.9977  -106.0322    -9.9875   125.9609    20.2573
    1917   63.8667    1     -0.9674   -89.9997  -106.0326    -9.9825   125.9659    20.2565
    1918   63.9000    1     -0.9694   -90.0018  -106.0320    -9.9798   125.9723    20.2568
    1919   63.9333    1     -0.9695   -90.0020  -106.0322    -9.9789   125.9726    20.2565
    1920   63.9667    1     -0.9685   -90.0007  -106.0317    -9.9833   125.9695    20.2576
    1921   64.0000    1     -0.9691   -90.0016  -106.0325    -9.9787   125.9713    20.2562
    1922   64.0333    1     -0.9699   -90.0028  -106.0331    -9.9746   125.9738    20.2551
    1923   64.0667    1     -0.9689   -90.0018  -106.0335    -9.9752   125.9709    20.2547
    1924   64.1000    1     -0.9686   -90.0015  -106.0338    -9.9750   125.9696    20.2544
    1925   64.1333    1     -0.9706   -90.0035  -106.0330    -9.9737   125.9759    20.2552
    1926   64.1667    1     -0.9708   -90.0037  -106.0329    -9.9735   125.9767    20.2553
    1927   64.2000    1     -0.9701   -90.0029  -106.0327    -9.9755   125.9746    20.2556
    1928   64.2333    1     -0.9710   -90.0032  -106.0309    -9.9806   125.9772    20.2581
    1929   64.2667    1     -0.9718   -90.0039  -106.0303    -9.9811   125.9798    20.2589
    1930   64.3000    1     -0.9752   -90.0073  -106.0291    -9.9778   125.9903    20.2598
    1931   64.3333    1     -0.9778   -90.0093  -106.0264    -9.9821   125.9984    20.2632
    1932   64.3667    1     -0.9798   -90.0113  -106.0255    -9.9810   126.0049    20.2641
    1933   64.4000    1     -0.9798   -90.0110  -106.0249    -9.9834   126.0049    20.2651
    1934   64.4333    1     -0.9780   -90.0090  -106.0251    -9.9868   125.9991    20.2651
    1935   64.4667    1     -0.9759   -90.0061  -106.0237    -9.9969   125.9925    20.2676
    1936   64.5000    1     -0.9747   -90.0051  -106.0247    -9.9959   125.9887    20.2664
    1937   64.5333    1     -0.9727   -90.0033  -106.0257    -9.9964   125.9827    20.2654
    1938   64.5667    1     -0.9736   -90.0038  -106.0245    -9.9991   125.9853    20.2669
    1939   64.6000    1     -0.9742   -90.0036  -106.0222   -10.0065   125.9872    20.2701
    1940   64.6333    1     -0.9746   -90.0041  -106.0222   -10.0057   125.9884    20.2701
    1941   64.6667    1     -0.9762   -90.0048  -106.0190   -10.0138   125.9937    20.2743
    1942   64.7000    1     -0.9783   -90.0060  -106.0156   -10.0219   126.0002    20.2788
    1943   64.7333    1     -0.9799   -90.0070  -106.0135   -10.0264   126.0052    20.2816
    1944   64.7667    1     -0.9803   -90.0075  -106.0134   -10.0256   126.0065    20.2815
    1945   64.8000    1     -0.9796   -90.0067  -106.0135   -10.0272   126.0042    20.2816
    1946   64.8333    1     -0.9805   -90.0073  -106.0124   -10.0292   126.0070    20.2830
    1947   64.8667    1     -0.9807   -90.0076  -106.0126   -10.0280   126.0076    20.2826
    1948   64.9000    1     -0.9805   -90.0074  -106.0127   -10.0283   126.0070    20.2826
    1949   64.9333    1     -0.9785   -90.0053  -106.0133   -10.0304   126.0007    20.2821
    1950   64.9667    1     -0.9770   -90.0032  -106.0120   -10.0386   125.9960    20.2843
    1951   65.0000    1     -0.9766   -90.0025  -106.0114   -10.0420   125.9948    20.2853
    1952   65.0333    1     -0.9774   -90.0029  -106.0100   -10.0456   125.9973    20.2872
    1953   65.0667    1     -0.9784   -90.0032  -106.0076   -10.0522   126.0004    20.2904
    1954   65.1000    1     -0.9788   -90.0028  -106.0054   -10.0598   126.0015    20.2935
    1955   65.1333    1     -0.9796   -90.0032  -106.0039   -10.0635   126.0043    20.2955
    1956   65.1667    1     -0.9808   -90.0040  -106.0023   -10.0670   126.0078    20.2976
    1957   65.2000    1     -0.9804   -90.0032  -106.0014   -10.0713   126.0066    20.2989
    1958   65.2333    1     -0.9802   -90.0030  -106.0015   -10.0715   126.0060    20.2989
    1959   65.2667    1     -0.9808   -90.0033  -106.0005   -10.0739   126.0078    20.3002
    1960   65.3000    1     -0.9800   -90.0026  -106.0007   -10.0747   126.0055    20.3000
    1961   65.3333    1     -0.9802   -90.0027  -106.0005   -10.0752   126.0062    20.3004
    1962   65.3667    1     -0.9800   -90.0026  -106.0007   -10.0747   126.0055    20.3001
    1963   65.4000    1     -0.9800   -90.0027  -106.0012   -10.0730   126.0055    20.2994
    1964   65.4333    1     -0.9800   -90.0028  -106.0015   -10.0719   126.0053    20.2989
    1965   65.4667    1     -0.9796   -90.0022  -106.0013   -10.0735   126.0041    20.2993
    1966   65.5000    1     -0.9785   -90.0006  -106.0001   -10.0803   126.0008    20.3012
    1967   65.5333    1     -0.9780   -89.9996  -105.9990   -10.0858   125.9992    20.3029
    1968   65.5667    1     -0.9786   -90.0004  -105.9993   -10.0832   126.0010    20.3023
    1969   65.6000    1     -0.9820   -90.0038  -105.9981   -10.0801   126.0116    20.3034
    1970   65.6333    1     -0.9849   -90.0066  -105.9964   -10.0799   126.0208    20.3053
    1971   65.6667    1     -0.9860   -90.0078  -105.9965   -10.0771   126.0242    20.3049
    1972   65.7000    1     -0.9843   -90.0058  -105.9963   -10.0817   126.0188    20.3055
    1973   65.7333    1     -0.9817   -90.0038  -105.9990   -10.0775   126.0108    20.3022
    1974   65.7667    1     -0.9822   -90.0043  -105.9989   -10.0768   126.0123    20.3023
    1975   65.8000    1     -0.9829   -90.0048  -105.9980   -10.0784   126.0144    20.3033
    1976   65.8333    1     -0.9837   -90.0060  -105.9989   -10.0734   126.0169    20.3019
    1977   65.8667    1     -0.9856   -90.0073  -105.9965   -10.0781   126.0229    20.3050
    1978   65.9000    1     -0.9870   -90.0086  -105.9957   -10.0779   126.0273    20.3059
    1979   65.9333    1     -0.9887   -90.0104  -105.9955   -10.0750   126.0325    20.3058
    1980   65.9667    1     -0.9893   -90.0112  -105.9956   -10.0732   126.0345    20.3056
    1981   66.0000    1     -0.9899   -90.0120  -105.9960   -10.0704   126.0364    20.3049
    1982   66.0333    1     -0.9920   -90.0144  -105.9960   -10.0657   126.0429    20.3045
    1983   66.0667    1     -0.9910   -90.0135  -105.9966   -10.0655   126.0399    20.3038
    1984   66.1000    1     -0.9889   -90.0115  -105.9976   -10.0663   126.0333    20.3027
    1985   66.1333    1     -0.9883   -90.0113  -105.9990   -10.0624   126.0313    20.3008
    1986   66.1667    1     -0.9887   -90.0110  -105.9969   -10.0693   126.0326    20.3037
    1987   66.2000    1     -0.9897   -90.0128  -105.9987   -10.0604   126.0357    20.3010
    1988   66.2333    1     -0.9895   -90.0126  -105.9989   -10.0600   126.0351    20.3007
    1989   66.2667    1     -0.9894   -90.0122  -105.9982   -10.0631   126.0347    20.3018
    1990   66.3000    1     -0.9888   -90.0118  -105.9991   -10.0610   126.0328    20.3006
    1991   66.3333    1     -0.9883   -90.0113  -105.9990   -10.0624   126.0313    20.3008
    1992   66.3667    1     -0.9877   -90.0109  -105.9999   -10.0602   126.0294    20.2996
    1993   66.4000    1     -0.9880   -90.0116  -106.0009   -10.0559   126.0304    20.2981
    1994   66.4333    1     -0.9886   -90.0126  -106.0017   -10.0513   126.0323    20.2968
    1995   66.4667    1     -0.9883   -90.0124  -106.0019   -10.0515   126.0315    20.2967
    1996   66.5000    1     -0.9877   -90.0117  -106.0020   -10.0524   126.0294    20.2966
    1997   66.5333    1     -0.9867   -90.0106  -106.0023   -10.0536   126.0263    20.2964
    1998   66.5667    1     -0.9863   -90.0102  -106.0023   -10.0544   126.0250    20.2964
    1999   66.6000    1     -0.9863   -90.0102  -106.0023   -10.0544   126.0250    20.2964
    2000   66.6333    1     -0.9867   -90.0103  -106.0010   -10.0582   126.0265    20.2982
    2001   66.6667    1     -0.9858   -90.0093  -106.0013   -10.0593   126.0236    20.2980
    2002   66.7000    1     -0.9857   -90.0093  -106.0014   -10.0592   126.0234    20.2979
    2003   66.7333    1     -0.9867   -90.0105  -106.0015   -10.0563   126.0265    20.2974
    2004   66.7667    1     -0.9856   -90.0094  -106.0023   -10.0562   126.0230    20.2966
    2005   66.8000    1     -0.9840   -90.0077  -106.0027   -10.0583   126.0178    20.2964
    2006   66.8333    1     -0.9842   -90.0080  -106.0026   -10.0581   126.0186    20.2965
    2007   66.8667    1     -0.9842   -90.0076  -106.0017   -10.0616   126.0186    20.2978
    2008   66.9000    1     -0.9844   -90.0079  -106.0017   -10.0611   126.0192    20.2978
    2009   66.9333    1     -0.9854   -90.0088  -106.0014   -10.0598   126.0222    20.2979
    2010   66.9667    1     -0.9850   -90.0083  -106.0009   -10.0625   126.0211    20.2987
    2011   67.0000    1     -0.9824   -90.0054  -106.0010   -10.0683   126.0130    20.2992
    2012   67.0333    1     -0.9822   -90.0052  -106.0012   -10.0678   126.0124    20.2989
    2013   67.0667    1     -0.9822   -90.0056  -106.0023   -10.0638   126.0123    20.2973
    2014   67.1000    1     -0.9832   -90.0065  -106.0019   -10.0632   126.0153    20.2977
    2015   67.1333    1     -0.9827   -90.0061  -106.0022   -10.0629   126.0139    20.2973
    2016   67.1667    1     -0.9825   -90.0060  -106.0025   -10.0624   126.0132    20.2970
    2017   67.2000    1     -0.9810   -90.0046  -106.0031   -10.0633   126.0087    20.2963
    2018   67.2333    1     -0.9812   -90.0051  -106.0040   -10.0595   126.0093    20.2950
    2019   67.2667    1     -0.9819   -90.0058  -106.0039   -10.0585   126.0113    20.2951
    2020   67.3000    1     -0.9822   -90.0056  -106.0026   -10.0627   126.0122    20.2968
    2021   67.3333    1     -0.9817   -90.0051  -106.0025   -10.0641   126.0107    20.2971
    2022   67.3667    1     -0.9817   -90.0051  -106.0025   -10.0641   126.0107    20.2971
    2023   67.4000    1     -0.9820   -90.0051  -106.0015   -10.0673   126.0118    20.2986
    2024   67.4333    1     -0.9818   -90.0052  -106.0027   -10.0634   126.0109    20.2969
    2025   67.4667    1     -0.9825   -90.0060  -106.0025   -10.0624   126.0132    20.2970
    2026   67.5000    1     -0.9825   -90.0060  -106.0025   -10.0624   126.0132    20.2970
    2027   67.5333    1     -0.9816   -90.0054  -106.0035   -10.0604   126.0105    20.2956
    2028   67.5667    1     -0.9811   -90.0050  -106.0041   -10.0594   126.0088    20.2949
    2029   67.6000    1     -0.9829   -90.0066  -106.0027   -10.0604   126.0146    20.2965
    2030   67.6333    1     -0.9840   -90.0075  -106.0022   -10.0600   126.0178    20.2970
    2031   67.6667    1     -0.9856   -90.0093  -106.0020   -10.0571   126.0230    20.2970
    2032   67.7000    1     -0.9844   -90.0079  -106.0019   -10.0604   126.0192    20.2975
    2033   67.7333    1     -0.9829   -90.0067  -106.0031   -10.0591   126.0145    20.2960
    2034   67.7667    1     -0.9798   -90.0036  -106.0044   -10.0613   126.0049    20.2948
    2035   67.8000    1     -0.9786   -90.0028  -106.0059   -10.0583   126.0009    20.2928
    2036   67.8333    1     -0.9791   -90.0033  -106.0057   -10.0580   126.0025    20.2930
    2037   67.8667    1     -0.9799   -90.0044  -106.0063   -10.0539   126.0050    20.2920
    2038   67.9000    1     -0.9798   -90.0047  -106.0073   -10.0502   126.0048    20.2906
    2039   67.9333    1     -0.9789   -90.0038  -106.0076   -10.0509   126.0021    20.2902
    2040   67.9667    1     -0.9789   -90.0038  -106.0076   -10.0509   126.0021    20.2902
    2041   68.0000    1     -0.9797   -90.0041  -106.0061   -10.0551   126.0044    20.2923
    2042   68.0333    1     -0.9803   -90.0049  -106.0065   -10.0523   126.0063    20.2916
    2043   68.0667    1     -0.9813   -90.0058  -106.0057   -10.0528   126.0094    20.2925
    2044   68.1000    1     -0.9817   -90.0058  -106.0044   -10.0567   126.0108    20.2943
    2045   68.1333    1     -0.9813   -90.0058  -106.0057   -10.0528   126.0094    20.2925
    2046   68.1667    1     -0.9811   -90.0056  -106.0060   -10.0524   126.0088    20.2922
    2047   68.2000    1     -0.9814   -90.0063  -106.0069   -10.0481   126.0098    20.2908
    2048   68.2333    1     -0.9817   -90.0070  -106.0080   -10.0435   126.0106    20.2892
    2049   68.2667    1     -0.9795   -90.0058  -106.0114   -10.0352   126.0039    20.2846
    2050   68.3000    1     -0.9809   -90.0082  -106.0135   -10.0240   126.0082    20.2813
    2051   68.3333    1     -0.9811   -90.0087  -106.0144   -10.0204   126.0088    20.2800
    2052   68.3667    1     -0.9809   -90.0085  -106.0146   -10.0199   126.0082    20.2797
    2053   68.4000    1     -0.9814   -90.0090  -106.0142   -10.0201   126.0099    20.2801
    2054   68.4333    1     -0.9812   -90.0091  -106.0151   -10.0172   126.0092    20.2789
    2055   68.4667    1     -0.9818   -90.0092  -106.0138   -10.0210   126.0109    20.2807
    2056   68.5000    1     -0.9818   -90.0092  -106.0138   -10.0210   126.0109    20.2807
    2057   68.5333    1     -0.9812   -90.0091  -106.0151   -10.0172   126.0092    20.2789
    2058   68.5667    1     -0.9817   -90.0096  -106.0152   -10.0158   126.0106    20.2786
    2059   68.6000    1     -0.9806   -90.0086  -106.0157   -10.0164   126.0071    20.2781
    2060   68.6333    1     -0.9802   -90.0082  -106.0159   -10.0167   126.0061    20.2780
    2061   68.6667    1     -0.9804   -90.0081  -106.0150   -10.0196   126.0067    20.2793
    2062   68.7000    1     -0.9793   -90.0074  -106.0163   -10.0171   126.0034    20.2776
    2063   68.7333    1     -0.9788   -90.0083  -106.0204   -10.0025   126.0018    20.2717
    2064   68.7667    1     -0.9788   -90.0083  -106.0204   -10.0025   126.0018    20.2717
    2065   68.8000    1     -0.9788   -90.0080  -106.0195   -10.0060   126.0018    20.2730
    2066   68.8333    1     -0.9786   -90.0077  -106.0196   -10.0061   126.0010    20.2729
    2067   68.8667    1     -0.9793   -90.0085  -106.0195   -10.0051   126.0033    20.2730
    2068   68.9000    1     -0.9796   -90.0088  -106.0193   -10.0050   126.0041    20.2731
    2069   68.9333    1     -0.9793   -90.0085  -106.0195   -10.0051   126.0033    20.2730
    2070   68.9667    1     -0.9780   -90.0073  -106.0202   -10.0055   125.9991    20.2723
    2071   69.0000    1     -0.9778   -90.0071  -106.0204   -10.0050   125.9985    20.2720
    2072   69.0333    1     -0.9782   -90.0076  -106.0204   -10.0042   125.9998    20.2719
    2073   69.0667    1     -0.9777   -90.0072  -106.0207   -10.0039   125.9983    20.2715
    2074   69.1000    1     -0.9776   -90.0067  -106.0200   -10.0071   125.9979    20.2726
    2075   69.1333    1     -0.9776   -90.0067  -106.0200   -10.0071   125.9979    20.2726
    2076   69.1667    1     -0.9771   -90.0062  -106.0199   -10.0085   125.9965    20.2729
    2077   69.2000    1     -0.9771   -90.0062  -106.0199   -10.0085   125.9965    20.2729
    2078   69.2333    1     -0.9775   -90.0065  -106.0196   -10.0087   125.9977    20.2732
    2079   69.2667    1     -0.9770   -90.0064  -106.0209   -10.0049   125.9960    20.2714
    2080   69.3000    1     -0.9773   -90.0065  -106.0201   -10.0072   125.9971    20.2725
    2081   69.3333    1     -0.9757   -90.0054  -106.0224   -10.0023   125.9919    20.2695
    2082   69.3667    1     -0.9749   -90.0048  -106.0230   -10.0016   125.9895    20.2688
    2083   69.4000    1     -0.9737   -90.0036  -106.0235   -10.0023   125.9857    20.2682
    2084   69.4333    1     -0.9739   -90.0038  -106.0233   -10.0028   125.9864    20.2686
    2085   69.4667    1     -0.9739   -90.0038  -106.0233   -10.0028   125.9864    20.2686
    2086   69.5000    1     -0.9747   -90.0045  -106.0228   -10.0029   125.9889    20.2691
    2087   69.5333    1     -0.9748   -90.0043  -106.0219   -10.0060   125.9893    20.2704
    2088   69.5667    1     -0.9756   -90.0049  -106.0212   -10.0069   125.9916    20.2712
    2089   69.6000    1     -0.9759   -90.0051  -106.0210   -10.0073   125.9925    20.2715
    2090   69.6333    1     -0.9761   -90.0054  -106.0208   -10.0071   125.9933    20.2717
